OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
1559,1433463,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0916,2020-01-19T00:23:00.000Z
1560,1433464,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2A,0226,2020-01-19T00:02:25.000Z
1561,1433465,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2020-01-17T00:04:00.000Z
1562,1433466,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0503,2020-01-17T00:18:30.000Z
1563,1433467,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0734,2020-01-20T00:21:19.000Z
1564,1433468,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,2020-01-20T00:15:00.000Z
1565,1433469,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1036,2020-01-17T00:13:15.000Z
1566,1433470,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1364,2020-01-21T00:05:45.000Z
1567,1433471,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0440,2020-01-20T00:00:25.000Z
1568,1433472,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4B,1353,2020-01-19T00:11:00.000Z
1569,1433475,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,2020-01-17T00:15:41.000Z
1570,1433476,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,4,4B,1336,2020-01-21T00:05:00.000Z
1571,1433478,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0408,2020-01-17T00:14:59.000Z
1572,1433479,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,4,4B,1354,2020-01-20T00:08:00.000Z
1573,1433481,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0619,2020-01-18T00:21:40.000Z
1574,1433482,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3B,0726,2020-01-17T00:08:00.000Z
1575,1433485,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1265,2020-01-20T00:17:00.000Z
1576,1433487,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-21T00:06:28.000Z
1577,1433488,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1602,2020-01-20T00:22:35.000Z
1578,1433497,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4B,0977,2020-01-17T00:02:30.000Z
1579,1433499,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0435,2020-01-21T00:00:44.000Z
1580,1433504,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,1351,2020-01-17T00:17:15.000Z
1581,1433505,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,5,5B,1603,2020-01-18T00:09:00.000Z
1582,1433506,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0735,2020-01-21T00:08:40.000Z
1583,1433507,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1227,2020-01-08T00:12:30.000Z
1584,1433512,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1401,2020-01-21T00:10:38.000Z
1585,1433515,1212,0,ROBBERY,215(A) PC CARJACKING,1,1C,0414,2020-01-20T00:22:55.000Z
1586,1433527,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1364,2020-01-20T00:22:45.000Z
1587,1433528,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0726,2020-01-20T00:20:00.000Z
1588,1433532,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5A,1391,2020-01-21T00:07:50.000Z
1589,1433538,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1334,2020-01-20T00:21:25.000Z
1590,1433539,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0226,2020-01-19T00:22:30.000Z
1591,1433541,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1385,2020-01-14T00:22:30.000Z
1592,1433543,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0232,2020-01-20T00:08:33.000Z
1593,1433547,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2020-01-19T00:02:11.000Z
1594,1433551,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1443,2020-01-17T00:08:00.000Z
1595,1433554,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1294,2020-01-20T00:21:00.000Z
1596,1433555,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2C,0567,2020-01-21T00:07:00.000Z
1597,1433556,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1001,2020-01-17T00:13:53.000Z
1598,1433557,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,1,1C,0447,2020-01-21T00:13:50.000Z
1599,1433559,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1359,2020-01-18T00:22:00.000Z
1600,1433560,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1132,2020-01-17T00:09:00.000Z
1601,1433567,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,2,2C,0606,2020-01-21T00:08:36.000Z
1602,1433568,5299,134,WEAPON OFFENSE,22810(G)(1) ILL USE TEARGAS,4,4B,1326,2020-01-21T00:01:00.000Z
1603,1433569,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0328,2020-01-02T00:14:56.000Z
1604,1433572,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,0876,2020-01-20T00:18:05.000Z
1605,1433577,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2020-01-21T00:07:45.000Z
1606,1433578,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0905,2020-01-19T00:16:15.000Z
1607,1433579,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0801,2020-01-01T00:10:05.000Z
1608,1433580,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0734,2020-01-20T00:17:30.000Z
1609,1433581,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2020-01-19T00:10:50.000Z
1610,1433582,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0447,2020-01-21T00:14:30.000Z
1611,1433583,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0333,2020-01-07T00:05:20.000Z
1612,1433584,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0744,2020-01-21T00:12:57.000Z
1613,1433587,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1631,2020-01-17T00:21:00.000Z
1614,1433595,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5C,1637,2020-01-06T00:11:40.000Z
1615,1433596,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0123,2020-01-20T00:16:30.000Z
1616,1433597,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0917,2020-01-17T00:21:00.000Z
1617,1433598,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0522,2020-01-20T00:20:05.000Z
1618,1433600,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0103,2020-01-14T00:06:30.000Z
1619,1433601,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1354,2020-01-17T00:23:35.000Z
1620,1433602,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0103,2020-01-20T00:23:50.000Z
1621,1433603,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0441,2020-01-20T00:12:00.000Z
1622,1433604,7399,69,SAC CITY CODE,12.72.090 SCC IN PK AFTER HRS,3,3M,0734,2020-01-21T00:18:01.000Z
1623,1433605,1211,0,ROBBERY,211 PC ROBBERY-BANK,6,6D,0841,2020-01-21T00:11:42.000Z
1624,1433606,7000,43A,IMPOUND,IMPOUNDED VEHICLE,2,2A,0237,2020-01-19T00:21:53.000Z
1625,1433608,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0766,2020-01-10T00:06:30.000Z
1626,1433611,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,1396,2020-01-20T00:21:30.000Z
1627,1433613,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,0888,2020-01-10T00:14:39.000Z
1628,1433614,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,0888,2020-01-10T00:15:18.000Z
1629,1433615,5707,0,PRIVACY,602 PC TRESPASS,1,1A,0337,2020-01-21T00:17:25.000Z
1630,1433617,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6B,1068,2020-01-12T00:16:18.000Z
1631,1433620,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,6,6A,1081,2020-01-21T00:17:45.000Z
1632,1433625,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1141,2020-01-21T00:19:52.000Z
1633,1433627,5403,1,TRAFFIC,23152(F) DUI DRUGS,2,2B,0563,2020-01-21T00:18:44.000Z
1634,1433631,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,6,6D,0856,2020-01-16T00:01:56.000Z
1635,1433633,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,2,2A,0506,2020-01-21T00:18:37.000Z
1636,1433635,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0965,2020-01-21T00:18:50.000Z
1637,1433637,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0338,2020-01-21T00:17:30.000Z
1638,1433638,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1639,2020-01-21T00:15:55.000Z
1639,1433639,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1007,2020-01-04T00:22:12.000Z
1640,1433640,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0313,2020-01-21T00:19:30.000Z
1641,1433641,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0506,2020-01-21T00:16:50.000Z
1642,1433642,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0909,2020-01-21T00:20:30.000Z
1643,1433644,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1302,2020-01-04T00:01:55.000Z
1644,1433645,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1301,2020-01-20T00:19:30.000Z
1645,1433646,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0788,2020-01-20T00:06:00.000Z
1646,1433648,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0601,2020-01-22T00:01:19.000Z
1647,1433649,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0906,2020-01-16T00:20:40.000Z
1648,1433650,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,1115,2020-01-18T00:03:00.000Z
1649,1433652,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0905,2020-01-20T00:02:34.000Z
1650,1433653,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0513,2020-01-04T00:15:46.000Z
1651,1433654,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0851,2020-01-21T00:16:15.000Z
1652,1433659,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5A,1363,2020-01-04T00:15:13.000Z
1653,1433662,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1422,2020-01-19T00:13:10.000Z
1654,1433663,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0707,2020-01-20T00:18:07.000Z
1655,1433666,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0503,2020-01-20T00:11:15.000Z
1656,1433668,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0620,2020-01-20T00:19:02.000Z
1657,1433669,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,2020-01-19T00:11:30.000Z
1658,1433670,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1279,2020-01-20T00:14:20.000Z
1659,1433671,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2020-01-20T00:16:45.000Z
1660,1433681,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0348,2020-01-21T00:05:31.000Z
1661,1433682,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0704,2020-01-21T00:18:00.000Z
1662,1433684,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1607,2020-01-22T00:05:05.000Z
1663,1433685,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1361,2020-01-18T00:21:30.000Z
1664,1433686,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1018,2020-01-08T00:02:25.000Z
1665,1433687,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1427,2020-01-13T00:19:00.000Z
1666,1433688,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1614,2020-01-04T00:17:29.000Z
1667,1433689,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,1,1A,0106,2020-01-21T00:12:00.000Z
1668,1433690,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0706,2020-01-20T00:18:00.000Z
1669,1433691,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1623,2020-01-20T00:23:30.000Z
1670,1433693,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4A,0957,2020-01-21T00:16:12.000Z
1671,1433694,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0440,2020-01-21T00:20:00.000Z
1672,1433696,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1056,2020-01-20T00:06:58.000Z
1673,1433697,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,0969,2020-01-02T00:00:00.000Z
1674,1433699,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0116,2020-01-19T00:10:35.000Z
1675,1433700,2602,0,FRAUD,FRAUD-SWINDLE,3,3B,0747,2020-01-19T00:15:35.000Z
1676,1433701,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1614,2020-01-21T00:10:53.000Z
1677,1433709,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2B,0563,2020-01-17T00:11:47.000Z
1678,1433710,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1501,2020-01-21T00:21:00.000Z
1679,1433711,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0145,2020-01-20T00:19:00.000Z
1680,1433716,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0438,2020-01-22T00:07:15.000Z
1681,1433719,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,4,4C,1298,2020-01-22T00:01:00.000Z
1682,1433726,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0787,2020-01-15T00:13:00.000Z
1683,1433727,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1068,2020-01-19T00:00:01.000Z
1684,1433729,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1287,2020-01-20T00:15:38.000Z
1685,1433730,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1287,2020-01-06T00:20:29.000Z
1686,1433731,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1054,2020-01-22T00:10:35.000Z
1687,1433732,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1013,2020-01-22T00:07:00.000Z
1688,1433733,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1253,2020-01-18T00:10:15.000Z
1689,1433734,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1364,2020-01-21T00:21:00.000Z
1690,1433736,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0145,2020-01-21T00:21:00.000Z
1691,1433737,2399,5,LARCENY,484 PC THEFT-LIC PLATE TABS,3,3A,0701,2020-01-22T00:14:00.000Z
1692,1433738,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0104,2020-01-21T00:20:00.000Z
1693,1433739,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1501,2020-01-20T00:14:30.000Z
1694,1433740,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0908,2020-01-20T00:23:35.000Z
1695,1433741,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4B,0958,2020-01-21T00:01:36.000Z
1696,1433742,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0956,2020-01-21T00:02:08.000Z
1697,1433744,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1447,2020-01-20T00:22:00.000Z
1698,1433745,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6C,1409,2020-01-22T00:00:49.000Z
1699,1433749,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0546,2020-01-22T00:09:32.000Z
1700,1433751,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1404,2020-01-22T00:15:00.000Z
1701,1433752,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0768,2020-01-20T00:00:01.000Z
1702,1433753,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3A,0715,2020-01-22T00:11:27.000Z
1703,1433755,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1396,2020-01-22T00:13:08.000Z
1704,1433756,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0213,2020-01-22T00:10:58.000Z
1705,1433758,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5B,1618,2020-01-21T00:13:45.000Z
1706,1433760,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0776,2020-01-21T00:09:10.000Z
1707,1433761,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0454,2020-01-15T00:06:00.000Z
1708,1433762,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,1115,2020-01-19T00:19:22.000Z
1709,1433763,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,1401,2020-01-21T00:09:44.000Z
1710,1433766,7399,81,PUBLIC ORDER,374.4(A) LITTERING,6,6E,0879,2020-01-21T00:14:18.000Z
1711,1433767,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-21T00:17:53.000Z
1712,1433768,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-21T00:18:20.000Z
1713,1433769,5707,0,PRIVACY,602 PC TRESPASS,3,3M,0744,2020-01-21T00:21:57.000Z
1714,1433770,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4C,1288,2020-01-22T00:12:34.000Z
1715,1433771,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-22T00:17:29.000Z
1716,1433772,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3A,0709,2020-01-22T00:19:08.000Z
1717,1433773,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,5,5C,1605,2020-01-22T00:01:32.000Z
1718,1433774,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,5,5C,1647,2020-01-22T00:03:08.000Z
1719,1433786,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1B,0435,2020-01-22T00:15:08.000Z
1720,1433793,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0603,2020-01-21T00:19:46.000Z
1721,1433799,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5B,1399,2020-01-22T00:13:30.000Z
1722,1433801,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0543,2020-01-22T00:20:00.000Z
1723,1433802,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0514,2020-01-18T00:10:00.000Z
1724,1433803,7399,132,SAC CITY CODE,12.74.030 SCC-CITY HALL VIOL-M,3,3M,0734,2020-01-22T00:20:13.000Z
1725,1433804,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1409,2020-01-21T00:20:01.000Z
1726,1433805,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0232,2020-01-16T00:05:30.000Z
1727,1433807,2302,1,LARCENY,484 PETTY THEFT-PURSE SNATCH,5,5C,1624,2020-01-18T00:21:21.000Z
1728,1433814,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0906,2020-01-21T00:19:00.000Z
1729,1433815,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1A,0302,2020-01-22T00:16:49.000Z
1730,1433816,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5C,1647,2020-01-21T00:19:00.000Z
1731,1433817,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0905,2020-01-20T00:00:00.000Z
1732,1433818,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,5,5A,1503,2020-01-14T00:09:30.000Z
1733,1433822,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0553,2020-01-21T00:23:13.000Z
1734,1433824,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0724,2020-01-22T00:06:01.000Z
1735,1433825,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3B,0746,2020-01-22T00:06:05.000Z
1736,1433826,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6A,1015,2020-01-22T00:08:45.000Z
1737,1433829,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,2,2B,0544,2020-01-03T00:18:32.000Z
1738,1433830,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,0876,2020-01-22T00:12:46.000Z
1739,1433831,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0702,2020-01-22T00:10:43.000Z
1740,1433832,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2020-01-07T00:09:38.000Z
1741,1433833,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,2,2B,0563,2020-01-20T00:08:30.000Z
1742,1433834,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0503,2020-01-22T00:12:01.000Z
1743,1433835,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1634,2020-01-22T00:08:20.000Z
1744,1433836,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5A,1398,2020-01-22T00:18:34.000Z
1745,1433837,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,2020-01-06T00:00:00.000Z
1746,1433838,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2020-01-22T00:14:30.000Z
1747,1433839,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5C,1624,2020-01-23T00:01:30.000Z
1748,1433840,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0715,2020-01-10T00:15:19.000Z
1749,1433842,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,5,5C,1623,2020-01-21T00:22:12.000Z
1750,1433843,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,1383,2020-01-19T00:19:00.000Z
1751,1433844,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0709,2020-01-10T00:16:00.000Z
1752,1433845,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0814,2020-01-21T00:18:00.000Z
1753,1433846,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0104,2020-01-18T00:00:15.000Z
1754,1433848,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0856,2020-01-14T00:13:09.000Z
1755,1433849,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2020-01-21T00:22:00.000Z
1756,1433850,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1263,2020-01-22T00:21:00.000Z
1757,1433852,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2B,0545,2020-01-23T00:01:45.000Z
1758,1433853,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2020-01-20T00:10:50.000Z
1759,1433854,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0511,2020-01-13T00:17:50.000Z
1760,1433856,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1064,2020-01-23T00:04:58.000Z
1761,1433859,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0748,2020-01-09T00:19:30.000Z
1762,1433861,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0623,2020-01-20T00:10:05.000Z
1763,1433863,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0964,2020-01-15T00:14:45.000Z
1764,1433865,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0709,2020-01-14T00:17:20.000Z
1765,1433867,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0144,2020-01-06T00:11:50.000Z
1766,1433868,2602,0,FRAUD,FRAUD-SWINDLE,3,3A,0725,2020-01-17T00:17:45.000Z
1767,1433869,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1081,2020-01-21T00:23:30.000Z
1768,1433870,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1018,2020-01-22T00:10:40.000Z
1769,1433874,2602,0,FRAUD,FRAUD-SWINDLE,6,6A,1014,2020-01-16T00:12:00.000Z
1770,1433875,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0449,2020-01-18T00:10:00.000Z
1771,1433878,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,0564,2020-01-22T00:22:26.000Z
1772,1433880,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3B,0748,2020-01-23T00:10:04.000Z
1773,1433881,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,4,4B,1356,2020-01-23T00:03:22.000Z
1774,1433883,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,2020-01-16T00:18:49.000Z
1775,1433884,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,3,3B,0736,2020-01-22T00:23:21.000Z
1776,1433888,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0603,2020-01-23T00:06:48.000Z
1777,1433889,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0707,2020-01-19T00:18:10.000Z
1778,1433890,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,5,5B,1603,2020-01-23T00:04:02.000Z
